disfluency_type,audio_segment_url,start_time (s),end_time (s),transcription_snippet,recording_id,evidence,notes
repetition,data_q2_disfluency/clips/583533_seg19.wav,275.28,284.52,उनके साथ जैसे जो पढ़ना पसंद करते थे तो उनके साथ मैं बाते करता रहता था कि अरे यार यार ये तो बहुत अच्छी कहानी है इसमें तो बहुत ज्यादा मज़ा आ रहा है फनी कहानी है मतलब,583533,यार (x2),
filler,data_q2_disfluency/clips/583533_seg21.wav,300.78,302.16,आप अपना बताना चाहे तो,583533,तो,
repetition,data_q2_disfluency/clips/583533_seg22.wav,308.19,313.89,जी जी जी बिल्कुल बिल्कुल आगे बढ़ते हैं अगला अंक इंतजार करता जी इसका तो बेसब्री से इंतजार रहता था ।,583533,जी (x3),
repetition,data_q2_disfluency/clips/583533_seg22.wav,308.19,313.89,जी जी जी बिल्कुल बिल्कुल आगे बढ़ते हैं अगला अंक इंतजार करता जी इसका तो बेसब्री से इंतजार रहता था ।,583533,बिल्कुल (x2),
repetition,data_q2_disfluency/clips/583533_seg23.wav,318.84,332.16,जी जी अगर कोई अपना जी क्योंकि उसमें क्या है ना अपना दिल से लग जाता है अगर कहानी अच्छी लग गई अपने दिल को छू गई तो फिर ऐसा लगता है कि इसका अगला एपिसोड देखना है अपन को तुरंत ना,583533,जी (x2),
filler,data_q2_disfluency/clips/583533_seg24.wav,335.01,335.61,हां,583533,हां,
hesitation,data_q2_disfluency/clips/583533_seg24.wav,335.01,335.61,हां,583533,हां,
filler,data_q2_disfluency/clips/583533_seg25.wav,340.59,342.93,और हाँ,583533,हाँ,
repetition,data_q2_disfluency/clips/583533_seg26.wav,348.99,362.46,"जी जी जी, जी, जी जी, बिल्कुल मतलब वह अगर अंक लाने की खुशी ही मतलब एसी थी कि आज का मतलब अगर कोई आईफ़ोन वगैरा भी ले ले ना, वह खुशी उसको नहीं होगी जो अब वो अंक प्राप्त होने की होती थी खुशी।",583533,जी (x2),
repetition,data_q2_disfluency/clips/583533_seg26.wav,348.99,362.46,"जी जी जी, जी, जी जी, बिल्कुल मतलब वह अगर अंक लाने की खुशी ही मतलब एसी थी कि आज का मतलब अगर कोई आईफ़ोन वगैरा भी ले ले ना, वह खुशी उसको नहीं होगी जो अब वो अंक प्राप्त होने की होती थी खुशी।",583533,"जी, (x2)",
repetition,data_q2_disfluency/clips/583533_seg26.wav,348.99,362.46,"जी जी जी, जी, जी जी, बिल्कुल मतलब वह अगर अंक लाने की खुशी ही मतलब एसी थी कि आज का मतलब अगर कोई आईफ़ोन वगैरा भी ले ले ना, वह खुशी उसको नहीं होगी जो अब वो अंक प्राप्त होने की होती थी खुशी।",583533,ले (x2),
filler,data_q2_disfluency/clips/583533_seg27.wav,364.17,377.01,जी सुपर हीरो की कहानी का निवेशन करना अब ये सुपर हीरो की कहानी हमने बताया ना जैसे मैं मारवल और डीसी का हमेशा से फैन रहा हूं बच्चों पर नहीं से अभी भी उनकी ऐसा है अभी तो फिर में वगैरह लेकर कॉमिक्स की बारे में बात करें तो,583533,हूं,
repetition,data_q2_disfluency/clips/583533_seg28.wav,378.75,392.91,कॉमिक्स में बहुत ज्यादा पढ़ा करता था जैसे बैटमैन हो गया मेरा फेवरेट मतलब पसंदीदा किरदार मेरा बैटमैन है मेरा ज्यादातर बैटमैन की हो गई सुपरमैन की हो गई थोड़ा मार्वेल मे आयरनमैन आयरनमैन वगैरह है ना इन सब की कॉमिक्स वगैरह थोड़ा,583533,आयरनमैन (x2),
filler,data_q2_disfluency/clips/583533_seg29.wav,394.53,407.64,बहुत ज्यादा मेरे दिल को छू जाती थी कि मतलब अलग ही दुनिया दुनिया बनाते थे न ये लोग जिनकी अभी फिल्में भी आ रही है हां अलग ही दुनिया का माहौल बनाया है तो उसमें बिल्कुल ऐसा लगता था कि मतलब मैं घुस जाता था कि,583533,आ,
filler,data_q2_disfluency/clips/583533_seg29.wav,394.53,407.64,बहुत ज्यादा मेरे दिल को छू जाती थी कि मतलब अलग ही दुनिया दुनिया बनाते थे न ये लोग जिनकी अभी फिल्में भी आ रही है हां अलग ही दुनिया का माहौल बनाया है तो उसमें बिल्कुल ऐसा लगता था कि मतलब मैं घुस जाता था कि,583533,हां,
repetition,data_q2_disfluency/clips/583533_seg29.wav,394.53,407.64,बहुत ज्यादा मेरे दिल को छू जाती थी कि मतलब अलग ही दुनिया दुनिया बनाते थे न ये लोग जिनकी अभी फिल्में भी आ रही है हां अलग ही दुनिया का माहौल बनाया है तो उसमें बिल्कुल ऐसा लगता था कि मतलब मैं घुस जाता था कि,583533,दुनिया (x2),
hesitation,data_q2_disfluency/clips/583533_seg32.wav,427.65,430.44,जी,583533,जी,
filler,data_q2_disfluency/clips/583533_seg36.wav,473.64,474.45,हा,583533,हा,
hesitation,data_q2_disfluency/clips/583533_seg36.wav,473.64,474.45,हा,583533,हा,
filler,data_q2_disfluency/clips/583533_seg38.wav,503.7,516.21,तो वही है ना कि जिसे गौतम शहर उसमें जागर गौतम शहर का जिगर हुआ करता है कि गौतम सहर है कोई रक्षक है जो लोगों को बजाता है मदद करता है आधी रात को निकलता है,583533,तो,
filler,data_q2_disfluency/clips/583533_seg39.wav,518.22,531.48,हां जी जी बिल्कुल वैसे ही शक्तिमान में तो उसके अंदर शक्तियां हुआ करती थी लेकिन बैटमैन एक ऐसा करेक्टर है किरदार है जो जिसमें मतलब ना तो कोई शक्तियां है जैसे नॉर्मल इंसान जैसे आप और मैं है ना,583533,हां,
repetition,data_q2_disfluency/clips/583533_seg39.wav,518.22,531.48,हां जी जी बिल्कुल वैसे ही शक्तिमान में तो उसके अंदर शक्तियां हुआ करती थी लेकिन बैटमैन एक ऐसा करेक्टर है किरदार है जो जिसमें मतलब ना तो कोई शक्तियां है जैसे नॉर्मल इंसान जैसे आप और मैं है ना,583533,जी (x2),
repetition,data_q2_disfluency/clips/583533_seg41.wav,546.12,560.82,उसको चाहे कितनी भी चोट लग जाए लेकिन चोट के बावजूद भी वो वो प्रतिदिन जिम करेगा वर्कआउट करेगा ताकि और शक्तिया उसको मतलब अंदर से वो शक्तिशाली रहे दिन रात को निकलता रात को निकलता था वो मतलब बचाने के लिए किसी ना किसी की जैसे किसी को देख लिया तो मुसीबत में,583533,वो (x2),
filler,data_q2_disfluency/clips/583533_seg42.wav,561.24,574.26,तो उसकी तुरंत हेल्प करेगा जैसे कि कोई चोर वोर दिख जाए उसको तो उसकी मार बीट करेगा अभी तो उसकी हाँ बहुत सारी फिल्में आ रहे है न बैटमैन की मतलब पहुंच बर्दी का मजा ही कोई अलग होता था उसकी बैटमैन की,583533,हाँ,
filler,data_q2_disfluency/clips/583533_seg42.wav,561.24,574.26,तो उसकी तुरंत हेल्प करेगा जैसे कि कोई चोर वोर दिख जाए उसको तो उसकी मार बीट करेगा अभी तो उसकी हाँ बहुत सारी फिल्में आ रहे है न बैटमैन की मतलब पहुंच बर्दी का मजा ही कोई अलग होता था उसकी बैटमैन की,583533,आ,
filler,data_q2_disfluency/clips/583533_seg42.wav,561.24,574.26,तो उसकी तुरंत हेल्प करेगा जैसे कि कोई चोर वोर दिख जाए उसको तो उसकी मार बीट करेगा अभी तो उसकी हाँ बहुत सारी फिल्में आ रहे है न बैटमैन की मतलब पहुंच बर्दी का मजा ही कोई अलग होता था उसकी बैटमैन की,583533,तो,
filler,data_q2_disfluency/clips/583533_seg42.wav,561.24,574.26,तो उसकी तुरंत हेल्प करेगा जैसे कि कोई चोर वोर दिख जाए उसको तो उसकी मार बीट करेगा अभी तो उसकी हाँ बहुत सारी फिल्में आ रहे है न बैटमैन की मतलब पहुंच बर्दी का मजा ही कोई अलग होता था उसकी बैटमैन की,583533,तो,
filler,data_q2_disfluency/clips/583533_seg42.wav,561.24,574.26,तो उसकी तुरंत हेल्प करेगा जैसे कि कोई चोर वोर दिख जाए उसको तो उसकी मार बीट करेगा अभी तो उसकी हाँ बहुत सारी फिल्में आ रहे है न बैटमैन की मतलब पहुंच बर्दी का मजा ही कोई अलग होता था उसकी बैटमैन की,583533,तो,
filler,data_q2_disfluency/clips/583533_seg43.wav,574.5,582.0,अलग ही दुनिया में चला जाता है मतलब मैं ऐसा लगता था कि गौसम सहर में मतलब चला गया हूं मैं ही बैटमैन हूँ ऐसा लगता था मुझे जी,583533,हूं,
filler,data_q2_disfluency/clips/583533_seg43.wav,574.5,582.0,अलग ही दुनिया में चला जाता है मतलब मैं ऐसा लगता था कि गौसम सहर में मतलब चला गया हूं मैं ही बैटमैन हूँ ऐसा लगता था मुझे जी,583533,हूँ,
hesitation,data_q2_disfluency/clips/583533_seg44.wav,605.85,606.48,जी,583533,जी,
repetition,data_q2_disfluency/clips/583533_seg45.wav,617.43,619.44,जी बिल्कुल बिल्कुल,583533,बिल्कुल (x2),
filler,data_q2_disfluency/clips/583533_seg48.wav,647.13,657.06,"लेकिन जो पढ़ने में वो मज़ा आता था, आजकल के बच्चों को इसलिए तो चश्मा लग रहा है कम उम्र में, क्योंकि थोड़ा सा वो रोया, तो उसके मम्मीपापा ने उसको फोन दे दिया। लेकिन अगर. हां।",583533,हां,
filler,data_q2_disfluency/clips/583533_seg50.wav,671.49,683.61,उस टाइम पर कीपैड वगैरह चलते थे फॉन तो फिर धीरे धीरे फिर हां तो इसलिए तो अपना मतलब बचपन मतलब अपन कह सकते हैं गर्व से थी अपना बचपन मतलब बहुत अच्छा व्यतीत हुआ है हे ना,583533,हां,
repetition,data_q2_disfluency/clips/583533_seg50.wav,671.49,683.61,उस टाइम पर कीपैड वगैरह चलते थे फॉन तो फिर धीरे धीरे फिर हां तो इसलिए तो अपना मतलब बचपन मतलब अपन कह सकते हैं गर्व से थी अपना बचपन मतलब बहुत अच्छा व्यतीत हुआ है हे ना,583533,धीरे (x2),
repetition,data_q2_disfluency/clips/583533_seg52.wav,696.15,706.56,जी बिल्कुल जी मुझे आपसे बात करके लगभग लगभग बहुत अच्छा लगा है बिल्कुल मतलब सुकुन मिला है क्योंकि मेरे ही जैसा एहसास का मिल जाता है कोई बन्दा,583533,लगभग (x2),
filler,data_q2_disfluency/clips/583533_seg53.wav,708.18,711.45,तो मुझे दिल से बहुत ज्यादा सुकुन मिलता है वास्तव में बहुत ज्यादा सुकून,583533,तो,
filler,data_q2_disfluency/clips/583544_seg0.wav,68.01,82.62,ओके,583544,ओके,
filler,data_q2_disfluency/clips/583544_seg2.wav,196.14,209.34,हैलो हां आवाज आ रहीं हैं इसमें है कि पशुओ के साथ या बिना रहने के आ रहने,583544,हां,
filler,data_q2_disfluency/clips/583544_seg2.wav,196.14,209.34,हैलो हां आवाज आ रहीं हैं इसमें है कि पशुओ के साथ या बिना रहने के आ रहने,583544,आ,
filler,data_q2_disfluency/clips/583544_seg2.wav,196.14,209.34,हैलो हां आवाज आ रहीं हैं इसमें है कि पशुओ के साथ या बिना रहने के आ रहने,583544,आ,
filler,data_q2_disfluency/clips/583544_seg4.wav,215.79,230.64,तब हमे लगता है कि अगर पशु रहते है आपके साथ में तो आप थोड़ा सा आपका मन शांत रहता है मैं मतलब एक्सप्लेन कर पा रहा हूं कि जैसे हमने किसी का इंटरव्यू देखा था तो उन्होंने बताया था कि अगर आप.,583544,हूं,
filler,data_q2_disfluency/clips/583544_seg5.wav,230.64,244.41,पशुओं के साथ रहते हैं और पशुओं के साथ अपने समय बिताते हैं तो आपका स्ट्रेस कम होता है तो यहीं मैं जानकर चलता हूं कि पशुओं के रहने से मतलब बहुत फैदा होता है उसमें से फैदा एक यह भी है कि आजकल माना जिनमें स्ट्रेस बहुत हो रहा है इसलिए।,583544,हूं,
filler,data_q2_disfluency/clips/583544_seg7.wav,259.41,272.25,एक इंसान को हो नी चाहिए मैं यह सबसे कहना चाहता हूँ कि वो वफादारी कुत्तों से सीख सकते हैं आप मतलब जिंदगी में किसी भी काम पर आपको हमेशा साथ देंगे और आपने एक बार रोटी उसके खिला दिया,583544,हूँ,
filler,data_q2_disfluency/clips/583544_seg11.wav,308.91,314.25,तो मैं गया जब उसको कोई रोटी दिया तो इतने फिश निकाला चिता हुई तो मैं स्टॉप रेह गया,583544,तो,
filler,data_q2_disfluency/clips/583544_seg11.wav,308.91,314.25,तो मैं गया जब उसको कोई रोटी दिया तो इतने फिश निकाला चिता हुई तो मैं स्टॉप रेह गया,583544,तो,
filler,data_q2_disfluency/clips/583544_seg11.wav,308.91,314.25,तो मैं गया जब उसको कोई रोटी दिया तो इतने फिश निकाला चिता हुई तो मैं स्टॉप रेह गया,583544,तो,
repetition,data_q2_disfluency/clips/583544_seg15.wav,417.96,431.43,जी कटाल खोले हैं और दिन भर अपने पशुओं को छोड़ देंगे रोड से खाएंगे जो भी गंदे गंदे चीजे खाएंगी और फिर उसको इंजेक्शन दे दे के सुद्धित निकालते हैं तो ये भी तो हमारे ही देश में होता है और कही देश में नहीं होता हैं,583544,गंदे (x2),
repetition,data_q2_disfluency/clips/583544_seg15.wav,417.96,431.43,जी कटाल खोले हैं और दिन भर अपने पशुओं को छोड़ देंगे रोड से खाएंगे जो भी गंदे गंदे चीजे खाएंगी और फिर उसको इंजेक्शन दे दे के सुद्धित निकालते हैं तो ये भी तो हमारे ही देश में होता है और कही देश में नहीं होता हैं,583544,दे (x2),
repetition,data_q2_disfluency/clips/583544_seg16.wav,441.69,456.24,नहीं नहीं यहां पे हमको लगता है फिफ्टी के बारे में बात करो उतना नहीं होता है हमने बहुत सड़कों पर देखा है आप के उनका मेंन उद्देश्य यहीं होता है लाभ इतने गौसालों का आपने देखा की जो मतलब इतने सारे पंडे,583544,नहीं (x2),
repetition,data_q2_disfluency/clips/583544_seg18.wav,465.06,478.38,अगर अपने सारे फंड मिलते तो कोई आप किसी भी सड़क में चले जाओ प्लास्टिक खाते हुए किसी भी इतने कचरे को देके दम यही गाय है तो गाय को माता मानते हैं यही तिलक है जो जो गंगा को माता मानते हैं,583544,जो (x2),
repetition,data_q2_disfluency/clips/583544_seg19.wav,478.8,485.88,और जो गंदगी गंगा और गाय के साथ हो रही है भारत इस मसले पर और किसी देश में नहीं हो रही है क्योंकि वो गाय ना माता माता में कुछ मानते हैं,583544,माता (x2),
filler,data_q2_disfluency/clips/583544_seg20.wav,488.82,500.43,ये सब कहने कि बाते है अब यही है कि किसी के अंदर कोई बस सब लालची हुए जा रहै है किसी अंदर सबके अंदर भूख है पैसे पैसे भरने की,583544,ये,
repetition,data_q2_disfluency/clips/583544_seg20.wav,488.82,500.43,ये सब कहने कि बाते है अब यही है कि किसी के अंदर कोई बस सब लालची हुए जा रहै है किसी अंदर सबके अंदर भूख है पैसे पैसे भरने की,583544,पैसे (x2),
filler,data_q2_disfluency/clips/583544_seg29.wav,732.72,733.29,हाँ भाई,583544,हाँ,
filler,data_q2_disfluency/clips/583552_seg5.wav,68.7,83.46,आज भी आपको मुस्कुरा देती है या सोच में डाल देती है मेरे भाई अगर मैं बात करूँ तो ऐसा सीन अभी तो मुझे कुछ खास याद आ नहीं रहा लेकिन मैं जहां तक सोच पा रहा हूँ मेरे गाओ में एक गाय थी ठीक है,583552,आ,
filler,data_q2_disfluency/clips/583552_seg5.wav,68.7,83.46,आज भी आपको मुस्कुरा देती है या सोच में डाल देती है मेरे भाई अगर मैं बात करूँ तो ऐसा सीन अभी तो मुझे कुछ खास याद आ नहीं रहा लेकिन मैं जहां तक सोच पा रहा हूँ मेरे गाओ में एक गाय थी ठीक है,583552,हूँ,
filler,data_q2_disfluency/clips/583552_seg6.wav,83.76,98.22,वहाँ पे क्या था रोज उसको रोटी देना था हाँ रोज उसको चारा वगैरह देना था दैन क्या हुआ कि वहाँ से फिर हमें एजुक हमारी पढ़ाई के लिए दूसरे सहर में आना था तो भाई वो जो उससे बिछड़ने का जो पल था ना बई,583552,हाँ,
filler,data_q2_disfluency/clips/583552_seg9.wav,127.74,141.39,कभी कभी क्या होता है हम किसी पशु पे दया आ जाती है पशु हमारे घर पे आती है गेट पे आ जाता है तो क्या करते हैं खाली कभी भेजते नहीं हैं हमेशा रोटी रोटी नहीं है तो कुछ भी सब्जी वगैरा उनको खिला देते है,583552,आ,
filler,data_q2_disfluency/clips/583552_seg9.wav,127.74,141.39,कभी कभी क्या होता है हम किसी पशु पे दया आ जाती है पशु हमारे घर पे आती है गेट पे आ जाता है तो क्या करते हैं खाली कभी भेजते नहीं हैं हमेशा रोटी रोटी नहीं है तो कुछ भी सब्जी वगैरा उनको खिला देते है,583552,आ,
repetition,data_q2_disfluency/clips/583552_seg9.wav,127.74,141.39,कभी कभी क्या होता है हम किसी पशु पे दया आ जाती है पशु हमारे घर पे आती है गेट पे आ जाता है तो क्या करते हैं खाली कभी भेजते नहीं हैं हमेशा रोटी रोटी नहीं है तो कुछ भी सब्जी वगैरा उनको खिला देते है,583552,कभी (x2),
repetition,data_q2_disfluency/clips/583552_seg9.wav,127.74,141.39,कभी कभी क्या होता है हम किसी पशु पे दया आ जाती है पशु हमारे घर पे आती है गेट पे आ जाता है तो क्या करते हैं खाली कभी भेजते नहीं हैं हमेशा रोटी रोटी नहीं है तो कुछ भी सब्जी वगैरा उनको खिला देते है,583552,रोटी (x2),
filler,data_q2_disfluency/clips/583552_seg14.wav,199.29,199.89,हां हा भाई,583552,हां,
filler,data_q2_disfluency/clips/583552_seg15.wav,202.89,205.08,बिल्कुल भाई आ आ रही है आपकी आवाज़,583552,आ,
filler,data_q2_disfluency/clips/583552_seg15.wav,202.89,205.08,बिल्कुल भाई आ आ रही है आपकी आवाज़,583552,आ,
repetition,data_q2_disfluency/clips/583552_seg15.wav,202.89,205.08,बिल्कुल भाई आ आ रही है आपकी आवाज़,583552,आ (x2),
filler,data_q2_disfluency/clips/583552_seg16.wav,338.28,349.86,बाकि भाई यह आपने एक चीज सही कही कि यार आ अ किसी भी आअअ पशु हो उसको भूके पेट तो नहीं जाना चाहिए क्योंकि यार अगर वो सड़क पर लावारिस गूम रहे ना तो सड़क पे,583552,आ,
filler,data_q2_disfluency/clips/583552_seg16.wav,338.28,349.86,बाकि भाई यह आपने एक चीज सही कही कि यार आ अ किसी भी आअअ पशु हो उसको भूके पेट तो नहीं जाना चाहिए क्योंकि यार अगर वो सड़क पर लावारिस गूम रहे ना तो सड़क पे,583552,अ,
filler,data_q2_disfluency/clips/583552_seg17.wav,349.92,364.62,कचरे के अलावा कागज पन्नी के अलावा उनको कुछ नहीं मिलता है ठीक है बाकि अगर हर एक घर से या कहीं न कहीं अगर एक मौहल्ला भी कम से कम अपने घर से एक एक या आधी आधी रोटी किसी पशु को खिलाता है न मेरे भाई तो वो मतलब,583552,मतलब,
repetition,data_q2_disfluency/clips/583552_seg17.wav,349.92,364.62,कचरे के अलावा कागज पन्नी के अलावा उनको कुछ नहीं मिलता है ठीक है बाकि अगर हर एक घर से या कहीं न कहीं अगर एक मौहल्ला भी कम से कम अपने घर से एक एक या आधी आधी रोटी किसी पशु को खिलाता है न मेरे भाई तो वो मतलब,583552,एक (x2),
repetition,data_q2_disfluency/clips/583552_seg17.wav,349.92,364.62,कचरे के अलावा कागज पन्नी के अलावा उनको कुछ नहीं मिलता है ठीक है बाकि अगर हर एक घर से या कहीं न कहीं अगर एक मौहल्ला भी कम से कम अपने घर से एक एक या आधी आधी रोटी किसी पशु को खिलाता है न मेरे भाई तो वो मतलब,583552,आधी (x2),
repetition,data_q2_disfluency/clips/583552_seg20.wav,393.84,405.6,गौसालाए खुली हुई है अलगअलग पशु के लिए अलगअलग एक तरीके से एजेंसी चल रही है है ना संस्थाने चल रही है यह हमें देखने को मिला करता है,583552,है (x2),
filler,data_q2_disfluency/clips/583552_seg24.wav,475.71,476.82,हूं बिल्कुल,583552,हूं,
filler,data_q2_disfluency/clips/583552_seg32.wav,606.15,615.78,या तो भाई बीच में कोई बिचोलिया होगा जो घोटाला कर रहा है या तो मेन सरकार के तरफ से ही पैसा कमा रहा है लेकिन दिखाया इतना जा रहा है कि भाई पैसा बहुत ज़्यादा आ रहा है।,583552,आ,
filler,data_q2_disfluency/clips/583552_seg34.wav,659.76,670.08,जी बिल्कुल भाई अब अ इस ची अगर स्थिति को हमें सुधारना हैं तो कुछ नहीं बस हमारे सोच मानसिकता और नजरया नजरिया बदलने की जरूरत हैं,583552,अ,
filler,data_q2_disfluency/clips/583552_seg38.wav,713.25,727.95,आ डिस्पोजल वगैरा सडकों पे कई बार फेक आया करते हैं चना मूंगफली खा रहे है तो अखबार को पॉलिथीन को फेक दिया करते हैं राइट तो ये सब जब जब तक हम खुद से आगे होकर कि ये सारी चीज़े सही नहीं करने चलेंगे,583552,आ,
repetition,data_q2_disfluency/clips/583552_seg38.wav,713.25,727.95,आ डिस्पोजल वगैरा सडकों पे कई बार फेक आया करते हैं चना मूंगफली खा रहे है तो अखबार को पॉलिथीन को फेक दिया करते हैं राइट तो ये सब जब जब तक हम खुद से आगे होकर कि ये सारी चीज़े सही नहीं करने चलेंगे,583552,जब (x2),
filler,data_q2_disfluency/clips/583552_seg40.wav,736.08,741.51,हां ना तो भाई ये सिंपल सी बात है तो खुद से शुरुआत करते है एक अच्छा नया राष्ट्र बनाने को,583552,हां,
filler,data_q2_disfluency/clips/583991_seg0.wav,0.18,14.97,"हां वैसे तो मैं भी स्टूडेंट ही हूँ, हांजी तो, हांजी तो लेकिन अभी मैं अपने करियर के ऊपर ही काफी हद तक वो",583991,हां,
filler,data_q2_disfluency/clips/583991_seg0.wav,0.18,14.97,"हां वैसे तो मैं भी स्टूडेंट ही हूँ, हांजी तो, हांजी तो लेकिन अभी मैं अपने करियर के ऊपर ही काफी हद तक वो",583991,हूँ,
filler,data_q2_disfluency/clips/583991_seg0.wav,0.18,14.97,"हां वैसे तो मैं भी स्टूडेंट ही हूँ, हांजी तो, हांजी तो लेकिन अभी मैं अपने करियर के ऊपर ही काफी हद तक वो",583991,वो,
filler,data_q2_disfluency/clips/583991_seg1.wav,14.97,25.32,फोकस कर रही हूँ क्योंकि मेरा आखरी साल है पढ़ाई का तो उसके बाद मैं ज़्यादातर कोशिश कर रही हूँ कि मेरी कही पे अच्छी जोब लग जाए।,583991,हूँ,
filler,data_q2_disfluency/clips/583991_seg1.wav,14.97,25.32,फोकस कर रही हूँ क्योंकि मेरा आखरी साल है पढ़ाई का तो उसके बाद मैं ज़्यादातर कोशिश कर रही हूँ कि मेरी कही पे अच्छी जोब लग जाए।,583991,हूँ,
filler,data_q2_disfluency/clips/583991_seg2.wav,28.17,39.27,वैसे मैं मैथ्स की तैयारी कर रही हूँ तो मुझे आगे उसी फील्ड में टीचर बनना है टीचर या प्रोफेसर बनना है तो आगे मैं उसी चीजों को लेकर मैं देख रहीं हूँ,583991,हूँ,
filler,data_q2_disfluency/clips/583991_seg2.wav,28.17,39.27,वैसे मैं मैथ्स की तैयारी कर रही हूँ तो मुझे आगे उसी फील्ड में टीचर बनना है टीचर या प्रोफेसर बनना है तो आगे मैं उसी चीजों को लेकर मैं देख रहीं हूँ,583991,हूँ,
filler,data_q2_disfluency/clips/583991_seg3.wav,41.4,56.07,हाँजी आप आप किस टाइप का करियर कर रहे हैं ओ ओके अच्छा तो,583991,तो,
repetition,data_q2_disfluency/clips/583991_seg3.wav,41.4,56.07,हाँजी आप आप किस टाइप का करियर कर रहे हैं ओ ओके अच्छा तो,583991,आप (x2),
filler,data_q2_disfluency/clips/583991_seg6.wav,86.49,100.2,हां जी नहीं बहुत बढ़िया में भी पहले जब छोटी थी तो मैं अपने दोस्तों को कई बार कुछ।,583991,हां,
filler,data_q2_disfluency/clips/583991_seg8.wav,114.39,129.33,कि मैं टीचिंग लाइन ज्वाइन कर सकती हूं तो अगला पॉइंट है आपके वर्तमान कार्य में ऐसा कौन सा पहलू है जो आपको सबसे अधिक उर्जा देता है अ,583991,हूं,
filler,data_q2_disfluency/clips/583991_seg8.wav,114.39,129.33,कि मैं टीचिंग लाइन ज्वाइन कर सकती हूं तो अगला पॉइंट है आपके वर्तमान कार्य में ऐसा कौन सा पहलू है जो आपको सबसे अधिक उर्जा देता है अ,583991,अ,
filler,data_q2_disfluency/clips/583991_seg9.wav,129.63,144.27,अ आपके वर्तमान कार्य में ऐसा कौन सा पहलू है जो आपको सबसे अधिक ऊर्जा देता है,583991,अ,
filler,data_q2_disfluency/clips/583991_seg14.wav,199.32,213.03,आ ऐसे तो अगर टीचिंग की बात करु तो अगर मैं किसी बच्चे को समझाओं और उसको समझ में आ रहा हो और एक पॉजिटिव रेस्पॉन्स उसकी तरफ से मिल रहा हो कि हा मुझे समझ में आ रहा है आप अच्छा समझाते हो।,583991,आ,
filler,data_q2_disfluency/clips/583991_seg14.wav,199.32,213.03,आ ऐसे तो अगर टीचिंग की बात करु तो अगर मैं किसी बच्चे को समझाओं और उसको समझ में आ रहा हो और एक पॉजिटिव रेस्पॉन्स उसकी तरफ से मिल रहा हो कि हा मुझे समझ में आ रहा है आप अच्छा समझाते हो।,583991,आ,
filler,data_q2_disfluency/clips/583991_seg14.wav,199.32,213.03,आ ऐसे तो अगर टीचिंग की बात करु तो अगर मैं किसी बच्चे को समझाओं और उसको समझ में आ रहा हो और एक पॉजिटिव रेस्पॉन्स उसकी तरफ से मिल रहा हो कि हा मुझे समझ में आ रहा है आप अच्छा समझाते हो।,583991,आ,
filler,data_q2_disfluency/clips/583991_seg15.wav,213.42,226.02,तो वो चीज मुझे बहुत खुश करती है मुझे उर्जा प्रदान करती है कि मैं ज्यादा से ज्यादा अच्छा काम कर सकूं और मेरा भी ऐसा मन है कि अगर मैं लाइफ में बहुत ज्यादा अच्छे सक्सेसफुल मैं बन सकूं,583991,तो,
filler,data_q2_disfluency/clips/583991_seg16.wav,226.56,240.48,तो मैं जितना हो सके अ जो बच्चे टयूशन अफोर्ड नहीं कर पाते हैं कम पैसे होते हैं जिनके पास तो उनको सस्ते में या फ्री में भी पढ़ा सकूं तो क्योंकि मैंने मेरे टाइम में भी मैंने,583991,अ,
filler,data_q2_disfluency/clips/583991_seg16.wav,226.56,240.48,तो मैं जितना हो सके अ जो बच्चे टयूशन अफोर्ड नहीं कर पाते हैं कम पैसे होते हैं जिनके पास तो उनको सस्ते में या फ्री में भी पढ़ा सकूं तो क्योंकि मैंने मेरे टाइम में भी मैंने,583991,तो,
filler,data_q2_disfluency/clips/583991_seg16.wav,226.56,240.48,तो मैं जितना हो सके अ जो बच्चे टयूशन अफोर्ड नहीं कर पाते हैं कम पैसे होते हैं जिनके पास तो उनको सस्ते में या फ्री में भी पढ़ा सकूं तो क्योंकि मैंने मेरे टाइम में भी मैंने,583991,तो,
filler,data_q2_disfluency/clips/583991_seg16.wav,226.56,240.48,तो मैं जितना हो सके अ जो बच्चे टयूशन अफोर्ड नहीं कर पाते हैं कम पैसे होते हैं जिनके पास तो उनको सस्ते में या फ्री में भी पढ़ा सकूं तो क्योंकि मैंने मेरे टाइम में भी मैंने,583991,तो,
filler,data_q2_disfluency/clips/583991_seg17.wav,240.63,255.09,"कई बार कई ऐसी ट्यूशन की हैं, मेरे टीचर भी काफ़ी अच्छे थे, जिन्होंने मुझे बहुत कम फीस में पढ़ाया है, तो मैं उनसे बहुत इंस्पायर होती हूँ, कि मैं भी अपने जीवन में उनकी तरह करना चाहूंगी कुछ, वो जिस मुझे काफ़ी ऊर्जा देती है",583991,हूँ,
filler,data_q2_disfluency/clips/583991_seg19.wav,292.5,297.69,हां जी अह,583991,हां,
filler,data_q2_disfluency/clips/583991_seg20.wav,306.27,318.72,हाँ थोड़ा थोड़ा तो अलग अलग हुआ क्योंकि उह शुरु शुरु में मेरा डांसर बनने का मन था वो बहुत छोटी थी उस टाइम,583991,हाँ,
filler,data_q2_disfluency/clips/583991_seg20.wav,306.27,318.72,हाँ थोड़ा थोड़ा तो अलग अलग हुआ क्योंकि उह शुरु शुरु में मेरा डांसर बनने का मन था वो बहुत छोटी थी उस टाइम,583991,उह,
